Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
27/07/2023,2023, Mercedes EQB,80467,4,North America,Canada,Online
27/07/2023,2023,Mercedes-Benz Kamloops,49237,1,Asia,China,Dealership
28/07/2023,2023,Mercedes AMG SL 63,40924,3,Africa,Morocco,Dealership
28/07/2023,2023,Mercedes CLS Coupe,114509,3,South America,Chile,Dealership
28/07/2023,2023, Mercedes AMG C63 Coupe,73087,4,Africa,Nigeria,Dealership
29/07/2023,2023, Mercedes GLB,54881,4,South America,Colombia,Wholesale
29/07/2023,2023,Mercedes E-Class,35591,3,North America,United States,Online
29/07/2023,2023, Mercedes EQB,91957,1,Africa,South Africa,Online
29/07/2023,2023,Mercedes GLA,34122,1,North America,Canada,Wholesale
29/07/2023,2023,Mercedes AMG GT 4-Door Coupe,87607,5,South America,Colombia,Online
29/07/2023,2023,Mercedes GLC,58022,3,Africa,Nigeria,Online
30/07/2023,2023,Mercedes A-Class Sedan,118148,5,North America,Mexico,Dealership
,,,,,,,
30/07/2023,2023,Mercedes GLC,66108,3,South America,Brazil,Online
30/07/2023,2023,Mercedes AMG E63 S,111658,5,North America,United States,Wholesale
30/07/2023,2023, Mercedes AMG C63 Coupe,72077,2,Africa,Egypt,Dealership
30/07/2023,2023,Mercedes AMG CLA 45,73819,1,Africa,Egypt,Dealership
31/07/2023,2023,Mercedes S-Class,97147,1,Europe,Germany,Wholesale
31/07/2023,2023, Mercedes EQB,62143,2,Europe,Germany,Dealership
31/07/2023,2023,Mercedes-Benz Kamloops,65162,4,Africa,South Africa,Online
31/07/2023,2023, Mercedes EQB,73780,2,Europe,Spain,Dealership
31/07/2023,2023,Mercedes GLE,61742,1,South America,Brazil,Online
31/07/2023,2023,Mercedes GLS,65196,3,Asia,India,Wholesale
1/8/2023,2023,Mercedes GLC Coupe,119399,5,South America,Chile,Wholesale
1/8/2023,2023,Mercedes GLE,42213,1,Europe,United Kingdom,Dealership
1/8/2023,2023,Mercedes-Benz Kamloops,56951,2,Africa,Egypt,Dealership
1/8/2023,2023,Mercedes EDQ Sedan,56823,3,North America,Canada,Online
2/8/2023,2023,Mercedes AMG E63 S,58015,1,Europe,Germany,Dealership
2/8/2023,2023,Mercedes EDQ Sedan,110573,2,South America,Colombia,Online
3/8/2023,2023,Mercedes GLS,85920,1,Asia,China,Online
3/8/2023,2023,Mercedes E-Class,92546,2,Africa,Egypt,Dealership
4/8/2023,2023,Mercedes AMG GT 4-Door Coupe,113554,2,South America,Peru,Online
4/8/2023,2023,Mercedes GLE Coupe,104189,1,Europe,Spain,Dealership
4/8/2023,2023,Mercedes EDQ Sedan,95270,3,South America,Peru,Online
4/8/2023,2023,Mercedes AMG GT 4-Door Coupe,46088,1,South America,Argentina,Dealership
5/8/2023,2023, Mercedes AMG C63 Coupe,30146,1,Africa,Egypt,Online
5/8/2023,2023,Mercedes CLE Coupe,107286,3,Africa,Nigeria,Wholesale
,,,,,,,
5/8/2023,2023,Mercedes CLA Coupe,75797,1,Asia,South Korea,Wholesale
,,,,,,,
6/8/2023,2023,Mercedes GLS,40933,5,Europe,Germany,Online
7/8/2023,2023,Mercedes C-Class Coupe,73831,5,Asia,Thailand,Online
,,,,,,,
7/8/2023,2023,Mercedes GLE,106990,5,Europe,Spain,Dealership
7/8/2023,2023,Mercedes EQA,98881,2,Asia,South Korea,Online
8/8/2023,2023, Mercedes EQB,115187,4,North America,Canada,Online
8/8/2023,2023,Mercedes AMG SL 63,70185,1,Africa,Nigeria,Online
8/8/2023,2023,Mercedes EDQ Sedan,117163,4,South America,Chile,Wholesale
8/8/2023,2023,Mercedes C-Class Coupe,97082,5,North America,United States,Wholesale
,,,,,,,
8/8/2023,2023,Mercedes-Benz Kamloops,102571,3,South America,Peru,Online
9/8/2023,2023,Mercedes AMG E63 S,52074,5,Asia,Japan,Dealership
9/8/2023,2023,Mercedes GLC Coupe,80193,1,South America,Peru,Online
9/8/2023,2023,Mercedes GLS,86480,4,Europe,United Kingdom,Dealership
9/8/2023,2023,Mercedes GLC,86198,4,Asia,India,Online
9/8/2023,2023,Mercedes AMG SL 63,104528,2,Europe,Italy,Online
9/8/2023,2023,Mercedes S-Class,115256,3,Asia,South Korea,Online
10/8/2023,2023,Mercedes C-Class Coupe,94120,5,Europe,France,Dealership
,,,,,,,
10/8/2023,2023,Mercedes EDQ Sedan,30893,3,North America,United States,Online
10/8/2023,2023,Mercedes GLS,114076,1,Africa,South Africa,Wholesale
10/8/2023,2023,Mercedes GLS,106668,2,Africa,Morocco,Wholesale
10/8/2023,2023,Mercedes GLC Coupe,44866,5,South America,Argentina,Online
11/8/2023,2023,Mercedes GLE,74390,1,South America,Brazil,Wholesale
11/8/2023,2023,Mercedes CLA Coupe,104992,3,North America,Mexico,Dealership
,,,,,,,
11/8/2023,2023,Mercedes AMG SL 63,35378,2,Africa,Egypt,Online
11/8/2023,2023, Mercedes EQB,104674,5,South America,Colombia,Dealership
11/8/2023,2023,Mercedes GLC Coupe,90843,3,North America,Mexico,Wholesale
12/8/2023,2023,Mercedes CLA Coupe,100825,5,Africa,Morocco,Online
,,,,,,,
13/08/2023,2023,Mercedes A-Class Sedan,84211,2,Europe,Italy,Dealership
,,,,,,,
13/08/2023,2023,Mercedes AMG CLA 45,52105,2,Asia,Thailand,Wholesale
14/08/2023,2023,Mercedes AMG CLA 45,65319,3,Africa,Nigeria,Online
14/08/2023,2023,Mercedes S-Class,30125,5,North America,Canada,Online
14/08/2023,2023, Mercedes GLB,108961,4,Africa,Kenya,Dealership
14/08/2023,2023,Mercedes AMG GT 4-Door Coupe,54838,1,North America,Canada,Wholesale
14/08/2023,2023,Mercedes E-Class,57663,2,Asia,Japan,Dealership
15/08/2023,2023,Mercedes EDQ Sedan,80150,5,Africa,Morocco,Dealership
15/08/2023,2023, Mercedes GLB,70834,3,Asia,South Korea,Dealership
15/08/2023,2023, Mercedes AMG C63 Coupe,49517,3,South America,Argentina,Dealership
15/08/2023,2023,Mercedes AMG CLA 45,88028,2,North America,Canada,Online
15/08/2023,2023,Mercedes S-Class,54144,2,Asia,Thailand,Dealership
16/08/2023,2023,Mercedes AMG GT 4-Door Coupe,64070,4,Africa,Nigeria,Wholesale
16/08/2023,2023,Mercedes CLA Coupe,72346,3,Asia,South Korea,Wholesale
,,,,,,,
17/08/2023,2023,Mercedes GLC,56490,5,Asia,South Korea,Wholesale
17/08/2023,2023,Mercedes EDQ Sedan,33608,1,Africa,Egypt,Online
17/08/2023,2023,Mercedes CLA Coupe,95827,1,Europe,Italy,Dealership
,,,,,,,
17/08/2023,2023,Mercedes-Benz Kamloops,62206,4,Asia,China,Dealership
18/08/2023,2023,Mercedes AMG GT 4-Door Coupe,43627,5,South America,Colombia,Wholesale
18/08/2023,2023,Mercedes A-Class Sedan,90663,1,South America,Brazil,Wholesale
,,,,,,,
18/08/2023,2023,Mercedes AMG C63 S,32566,1,South America,Colombia,Online
19/08/2023,2023,Mercedes GLA,78169,5,South America,Colombia,Online
19/08/2023,2023,Mercedes EDQ Sedan,54312,5,South America,Peru,Online
19/08/2023,2023,Mercedes GLA,63733,2,Africa,Egypt,Online
20/08/2023,2023,Mercedes AMG C63 S,64117,1,Africa,Nigeria,Wholesale
21/08/2023,2023, Mercedes AMG C63 Coupe,68636,1,Asia,South Korea,Online
21/08/2023,2023,Mercedes AMG C63 S,76557,4,Africa,Kenya,Dealership
21/08/2023,2023,Mercedes GLC Coupe,115898,2,North America,United States,Online
21/08/2023,2023,Mercedes EQE SUV,110429,2,North America,United States,Wholesale
21/08/2023,2023, Mercedes AMG C63 Coupe,112203,1,Asia,South Korea,Online
21/08/2023,2023,Mercedes S-Class,117862,3,North America,Mexico,Dealership
21/08/2023,2023,Mercedes AMG E63 S,85611,3,South America,Colombia,Online
22/08/2023,2023,Mercedes GLE,115621,5,South America,Argentina,Online
22/08/2023,2023,Mercedes CLS Coupe,41537,2,South America,Peru,Online
22/08/2023,2023,Mercedes AMG GT 4-Door Coupe,119998,1,Europe,Spain,Online
23/08/2023,2023,Mercedes GLA,109783,1,Asia,India,Wholesale
23/08/2023,2023,Mercedes GLC,57003,1,Africa,South Africa,Wholesale
24/08/2023,2023,Mercedes CLE Coupe,49654,4,Asia,India,Dealership
,,,,,,,
25/08/2023,2023,Mercedes AMG GT 4-Door Coupe,69974,3,Europe,United Kingdom,Wholesale
26/08/2023,2023,Mercedes-Benz Kamloops,54807,4,Asia,India,Wholesale
26/08/2023,2023,Mercedes CLE Coupe,54544,1,North America,Canada,Dealership
,,,,,,,
26/08/2023,2023,Mercedes CLS Coupe,62691,1,Africa,South Africa,Wholesale
26/08/2023,2023,Mercedes A-Class Sedan,57608,2,Asia,Japan,Dealership
,,,,,,,
27/08/2023,2023,Mercedes AMG C63 S,91396,2,Europe,United Kingdom,Wholesale
27/08/2023,2023,Mercedes AMG CLA 45,43348,3,South America,Brazil,Online
27/08/2023,2023,Mercedes AMG SL 63,36356,5,Africa,Egypt,Dealership
27/08/2023,2023,Mercedes GLC Coupe,96382,1,Europe,France,Dealership
28/08/2023,2023, Mercedes GLB,85614,2,Europe,United Kingdom,Dealership
29/08/2023,2023,Mercedes AMG GT 4-Door Coupe,96250,3,Asia,India,Online
29/08/2023,2023,Mercedes GLE,69585,4,Europe,Germany,Wholesale
29/08/2023,2023,Mercedes GLA,115293,1,Europe,Spain,Online
29/08/2023,2023, Mercedes AMG C63 Coupe,60178,5,Africa,South Africa,Wholesale
30/08/2023,2023,Mercedes A-Class Sedan,83948,3,Africa,Kenya,Dealership
,,,,,,,
30/08/2023,2023, Mercedes GLB,91472,5,Africa,Nigeria,Wholesale
1/9/2023,2023,Mercedes C-Class Coupe,119410,1,Asia,India,Online
,,,,,,,
1/9/2023,2023,Mercedes AMG E63 S,101445,3,Asia,Thailand,Wholesale
2/9/2023,2023,Mercedes AMG E63 S,69583,2,Africa,Nigeria,Dealership
2/9/2023,2023,Mercedes AMG SL 63,118961,5,South America,Peru,Online
2/9/2023,2023,Mercedes EDQ Sedan,86045,4,Asia,South Korea,Wholesale
3/9/2023,2023,Mercedes A-Class Sedan,49565,4,Europe,Germany,Wholesale
,,,,,,,
4/9/2023,2023,Mercedes GLE Coupe,47301,5,Africa,Egypt,Dealership
4/9/2023,2023,Mercedes C-Class Coupe,80555,1,Africa,Kenya,Dealership
,,,,,,,
4/9/2023,2023,Mercedes C-Class Coupe,59152,1,Africa,Egypt,Wholesale
,,,,,,,
4/9/2023,2023,Mercedes GLC,99741,1,North America,United States,Wholesale
4/9/2023,2023,Mercedes CLS Coupe,43795,4,South America,Argentina,Online
5/9/2023,2023,Mercedes A-Class Sedan,72585,4,North America,Canada,Online
,,,,,,,
5/9/2023,2023,Mercedes AMG CLA 45,43091,2,South America,Peru,Dealership
5/9/2023,2023,Mercedes EDQ Sedan,57702,1,Africa,Nigeria,Wholesale
6/9/2023,2023,Mercedes GLE Coupe,62544,4,Europe,Italy,Wholesale
6/9/2023,2023,Mercedes AMG C63 S,106572,4,Africa,Kenya,Dealership
6/9/2023,2023,Mercedes CLA Coupe,37826,1,North America,United States,Dealership
,,,,,,,
7/9/2023,2023,Mercedes C-Class Coupe,89595,1,South America,Brazil,Wholesale
,,,,,,,
8/9/2023,2023,Mercedes GLA,86310,4,Africa,Kenya,Dealership
9/9/2023,2023,Mercedes A-Class Sedan,95550,5,Africa,Nigeria,Wholesale
,,,,,,,
9/9/2023,2023,Mercedes A-Class Sedan,72861,4,Europe,Germany,Dealership
,,,,,,,
10/9/2023,2023, Mercedes GLB,88676,2,South America,Brazil,Online
10/9/2023,2023,Mercedes GLC,47565,3,Europe,France,Online
11/9/2023,2023,Mercedes EDQ Sedan,107904,1,Europe,United Kingdom,Online
11/9/2023,2023, Mercedes GLB,72423,2,South America,Colombia,Online
11/9/2023,2023,Mercedes CLE Coupe,42675,5,Africa,Morocco,Online
,,,,,,,
11/9/2023,2023,Mercedes EQA,56999,3,Asia,India,Wholesale
11/9/2023,2023,Mercedes AMG CLA 45,32912,4,South America,Argentina,Wholesale
12/9/2023,2023,Mercedes EQA,88859,1,North America,United States,Dealership
12/9/2023,2023,Mercedes-Benz Kamloops,52604,4,North America,Mexico,Online
13/09/2023,2023,Mercedes GLE Coupe,71132,2,South America,Chile,Online
13/09/2023,2023,Mercedes A-Class Sedan,103072,1,South America,Colombia,Wholesale
,,,,,,,
14/09/2023,2023,Mercedes CLA Coupe,78352,4,South America,Colombia,Dealership
,,,,,,,
14/09/2023,2023,Mercedes GLC Coupe,117798,1,North America,Canada,Dealership
14/09/2023,2023,Mercedes GLC,55960,2,Africa,Nigeria,Online
14/09/2023,2023,Mercedes C-Class Coupe,72674,4,South America,Colombia,Wholesale
,,,,,,,
15/09/2023,2023,Mercedes-Benz Kamloops,64684,3,North America,Mexico,Wholesale
15/09/2023,2023,Mercedes-Benz Kamloops,32808,5,Africa,Nigeria,Wholesale
15/09/2023,2023,Mercedes AMG C63 S,77025,4,Asia,Thailand,Wholesale
15/09/2023,2023,Mercedes CLA Coupe,42540,1,Africa,Egypt,Online
,,,,,,,
15/09/2023,2023,Mercedes GLC,49089,4,Africa,Morocco,Wholesale
16/09/2023,2023,Mercedes CLE Coupe,113940,1,Asia,Japan,Wholesale
,,,,,,,
16/09/2023,2023, Mercedes GLB,119971,2,Africa,Nigeria,Wholesale
17/09/2023,2023,Mercedes EQE SUV,101386,5,North America,United States,Wholesale
17/09/2023,2023,Mercedes GLE Coupe,40518,1,Africa,Egypt,Dealership
17/09/2023,2023,Mercedes C-Class Coupe,46719,4,South America,Argentina,Dealership
,,,,,,,
17/09/2023,2023, Mercedes AMG C63 Coupe,110587,2,Africa,Nigeria,Wholesale
18/09/2023,2023,Mercedes CLE Coupe,46550,3,Europe,Italy,Wholesale
,,,,,,,
18/09/2023,2023,Mercedes AMG GT 4-Door Coupe,58562,4,South America,Brazil,Online
19/09/2023,2023,Mercedes EQA,91745,5,Asia,China,Dealership
19/09/2023,2023,Mercedes GLC Coupe,98637,2,Europe,Germany,Wholesale
21/09/2023,2023,Mercedes GLC,102454,4,South America,Brazil,Dealership
21/09/2023,2023,Mercedes AMG CLA 45,89529,1,Asia,India,Wholesale
21/09/2023,2023,Mercedes GLA,67487,1,North America,Mexico,Online
21/09/2023,2023, Mercedes AMG C63 Coupe,71534,1,North America,Canada,Online
21/09/2023,2023,Mercedes EQA,65763,4,Africa,South Africa,Online
22/09/2023,2023, Mercedes AMG C63 Coupe,115061,5,South America,Brazil,Dealership
22/09/2023,2023,Mercedes GLE Coupe,52849,1,Asia,Japan,Dealership
22/09/2023,2023,Mercedes GLE,112424,4,North America,Mexico,Online
22/09/2023,2023,Mercedes EQA,84716,4,South America,Colombia,Online
22/09/2023,2023,Mercedes GLS,78640,5,Europe,France,Online
22/09/2023,2023,Mercedes E-Class,47077,2,Asia,South Korea,Dealership
22/09/2023,2023,Mercedes AMG E63 S,100325,2,Africa,South Africa,Wholesale
22/09/2023,2023, Mercedes AMG C63 Coupe,111596,4,Asia,China,Online
23/09/2023,2023,Mercedes A-Class Sedan,54717,2,Africa,Egypt,Dealership
,,,,,,,
24/09/2023,2023,Mercedes GLC,77405,3,North America,United States,Dealership
24/09/2023,2023,Mercedes E-Class,73898,5,North America,Mexico,Wholesale
24/09/2023,2023,Mercedes AMG E63 S,72240,4,Europe,Germany,Wholesale
25/09/2023,2023,Mercedes AMG E63 S,88775,2,Africa,Nigeria,Online
25/09/2023,2023,Mercedes EQE SUV,43194,2,North America,Canada,Wholesale
26/09/2023,2023,Mercedes AMG SL 63,60639,5,South America,Brazil,Dealership
26/09/2023,2023,Mercedes GLS,48007,1,South America,Argentina,Online
27/09/2023,2023,Mercedes E-Class,106000,2,Europe,France,Dealership
27/09/2023,2023,Mercedes CLE Coupe,64734,5,North America,Mexico,Wholesale
,,,,,,,
27/09/2023,2023,Mercedes AMG E63 S,115544,1,South America,Brazil,Dealership
28/09/2023,2023, Mercedes GLB,107678,4,Asia,China,Wholesale
29/09/2023,2023,Mercedes AMG GT 4-Door Coupe,101616,1,South America,Chile,Online
30/09/2023,2023,Mercedes CLE Coupe,67165,2,Europe,United Kingdom,Wholesale
,,,,,,,
30/09/2023,2023,Mercedes CLA Coupe,66801,4,North America,United States,Dealership
,,,,,,,
30/09/2023,2023,Mercedes AMG SL 63,51487,4,Europe,United Kingdom,Online
1/10/2023,2023,Mercedes GLC,71001,1,Asia,South Korea,Online
1/10/2023,2023,Mercedes GLC Coupe,60956,4,North America,Canada,Online
2/10/2023,2023,Mercedes GLC Coupe,37965,1,Europe,France,Wholesale
2/10/2023,2023,Mercedes AMG SL 63,33856,1,North America,Canada,Wholesale
3/10/2023,2023,Mercedes AMG GT 4-Door Coupe,91826,1,South America,Brazil,Online
3/10/2023,2023,Mercedes S-Class,60158,5,Africa,Egypt,Online
4/10/2023,2023,Mercedes GLE Coupe,102173,2,Europe,United Kingdom,Online
4/10/2023,2023,Mercedes EDQ Sedan,90861,4,Europe,Germany,Online
4/10/2023,2023,Mercedes AMG GT 4-Door Coupe,85652,3,Europe,United Kingdom,Dealership
4/10/2023,2023,Mercedes AMG SL 63,48186,2,South America,Chile,Online
4/10/2023,2023,Mercedes E-Class,57535,3,Europe,Italy,Online
5/10/2023,2023,Mercedes GLC,103855,1,North America,United States,Online
5/10/2023,2023,Mercedes EQA,59030,4,South America,Colombia,Online
6/10/2023,2023,Mercedes C-Class Coupe,54541,2,South America,Colombia,Wholesale
,,,,,,,
6/10/2023,2023, Mercedes GLB,72459,3,Europe,France,Online
6/10/2023,2023, Mercedes GLB,33657,3,North America,United States,Wholesale
6/10/2023,2023,Mercedes EQA,57048,3,Africa,Egypt,Wholesale
6/10/2023,2023,Mercedes AMG SL 63,96186,2,North America,United States,Dealership
6/10/2023,2023, Mercedes EQB,112305,5,North America,United States,Dealership
7/10/2023,2023,Mercedes AMG C63 S,61188,1,North America,Mexico,Dealership
7/10/2023,2023,Mercedes GLA,33543,4,South America,Colombia,Wholesale
7/10/2023,2023, Mercedes GLB,57559,3,Africa,Kenya,Wholesale
8/10/2023,2023,Mercedes A-Class Sedan,43292,2,Asia,India,Wholesale
,,,,,,,
8/10/2023,2023, Mercedes AMG C63 Coupe,44332,3,South America,Peru,Online
9/10/2023,2023,Mercedes AMG SL 63,97958,2,Africa,Kenya,Online
9/10/2023,2023,Mercedes AMG E63 S,82872,5,Europe,Spain,Wholesale
9/10/2023,2023,Mercedes E-Class,41612,3,Asia,China,Wholesale
10/10/2023,2023,Mercedes AMG C63 S,45963,3,South America,Brazil,Wholesale
10/10/2023,2023,Mercedes CLS Coupe,56011,4,Europe,United Kingdom,Dealership
11/10/2023,2023,Mercedes GLA,60741,2,Africa,Nigeria,Wholesale
11/10/2023,2023,Mercedes GLE Coupe,50997,2,Africa,South Africa,Dealership
11/10/2023,2023,Mercedes GLE Coupe,38164,5,North America,Canada,Dealership
12/10/2023,2023,Mercedes EQE SUV,94702,3,South America,Chile,Dealership
12/10/2023,2023,Mercedes AMG C63 S,99560,4,Europe,United Kingdom,Wholesale
13/10/2023,2023, Mercedes GLB,100908,1,Europe,Germany,Online
14/10/2023,2023,Mercedes GLC,93092,4,South America,Colombia,Wholesale
14/10/2023,2023,Mercedes EQA,116884,4,Africa,South Africa,Online
14/10/2023,2023,Mercedes CLE Coupe,114698,4,Europe,Italy,Wholesale
,,,,,,,
15/10/2023,2023, Mercedes EQB,45977,4,Asia,Japan,Dealership
16/10/2023,2023,Mercedes GLC,104279,3,North America,Mexico,Dealership
17/10/2023,2023,Mercedes EDQ Sedan,70213,4,Asia,India,Online
17/10/2023,2023,Mercedes GLE,32500,2,South America,Brazil,Wholesale
18/10/2023,2023,Mercedes AMG E63 S,113026,2,South America,Colombia,Online
18/10/2023,2023,Mercedes-Benz Kamloops,80808,4,North America,Canada,Dealership
18/10/2023,2023,Mercedes S-Class,73315,2,North America,Mexico,Dealership
18/10/2023,2023,Mercedes-Benz Kamloops,84235,3,South America,Colombia,Dealership
19/10/2023,2023,Mercedes GLA,35433,1,Africa,Egypt,Dealership
19/10/2023,2023,Mercedes AMG GT 4-Door Coupe,71371,4,Asia,South Korea,Wholesale
19/10/2023,2023,Mercedes-Benz Kamloops,81025,2,South America,Argentina,Dealership
20/10/2023,2023,Mercedes AMG E63 S,70452,2,Africa,Egypt,Online
20/10/2023,2023,Mercedes CLS Coupe,106177,3,Europe,France,Dealership
20/10/2023,2023,Mercedes E-Class,78731,3,South America,Brazil,Online
22/10/2023,2023,Mercedes EDQ Sedan,39837,1,Africa,Morocco,Online
22/10/2023,2023,Mercedes AMG E63 S,104922,5,Asia,South Korea,Dealership
22/10/2023,2023,Mercedes AMG C63 S,109602,5,Africa,Kenya,Wholesale
22/10/2023,2023, Mercedes EQB,76404,5,Africa,Kenya,Online
23/10/2023,2023,Mercedes EQA,61174,1,Africa,South Africa,Wholesale
24/10/2023,2023, Mercedes GLB,86068,4,Asia,China,Wholesale
24/10/2023,2023,Mercedes GLS,35877,5,Asia,Thailand,Online
25/10/2023,2023,Mercedes EQE SUV,61076,5,Africa,Morocco,Wholesale
25/10/2023,2023,Mercedes EQE SUV,116328,2,Asia,Thailand,Online
25/10/2023,2023,Mercedes EQA,52584,2,Asia,Japan,Dealership
25/10/2023,2023,Mercedes GLE,112680,4,Asia,Japan,Wholesale
26/10/2023,2023,Mercedes GLA,72523,3,Europe,France,Dealership
26/10/2023,2023,Mercedes GLC Coupe,80375,1,Europe,Germany,Wholesale
27/10/2023,2023,Mercedes S-Class,82158,5,Asia,South Korea,Online
28/10/2023,2023, Mercedes GLB,73861,1,North America,United States,Online
29/10/2023,2023,Mercedes GLE Coupe,59018,2,Africa,Nigeria,Online
30/10/2023,2023,Mercedes AMG GT 4-Door Coupe,34698,1,North America,Mexico,Online
30/10/2023,2023,Mercedes GLC,108084,2,South America,Colombia,Online
30/10/2023,2023, Mercedes GLB,83830,1,Europe,Spain,Dealership
30/10/2023,2023, Mercedes AMG C63 Coupe,52761,2,Europe,Spain,Dealership
1/11/2023,2023, Mercedes AMG C63 Coupe,103375,1,Europe,United Kingdom,Wholesale
1/11/2023,2023,Mercedes-Benz Kamloops,45419,5,South America,Chile,Wholesale
1/11/2023,2023, Mercedes AMG C63 Coupe,109606,5,South America,Brazil,Online
2/11/2023,2023,Mercedes CLS Coupe,60932,4,South America,Argentina,Wholesale
2/11/2023,2023,Mercedes GLC,47414,1,South America,Brazil,Dealership
2/11/2023,2023, Mercedes GLB,55274,3,Africa,Egypt,Dealership
2/11/2023,2023,Mercedes S-Class,60267,4,Asia,China,Online
2/11/2023,2023,Mercedes GLE Coupe,113391,1,Europe,Italy,Wholesale
3/11/2023,2023, Mercedes AMG C63 Coupe,114008,3,Africa,Kenya,Online
3/11/2023,2023,Mercedes GLE,117231,5,Asia,Japan,Online
3/11/2023,2023,Mercedes CLE Coupe,113176,5,Africa,South Africa,Online
,,,,,,,
3/11/2023,2023,Mercedes AMG GT 4-Door Coupe,37017,5,Africa,Kenya,Wholesale
5/11/2023,2023,Mercedes GLE Coupe,47958,3,North America,Mexico,Online
5/11/2023,2023,Mercedes EQA,115184,2,Asia,China,Wholesale
6/11/2023,2023,Mercedes C-Class Coupe,37636,1,Africa,Morocco,Wholesale
,,,,,,,
6/11/2023,2023,Mercedes EQA,64558,4,Europe,Spain,Online
6/11/2023,2023,Mercedes GLS,85120,4,Asia,South Korea,Online
6/11/2023,2023,Mercedes GLA,38715,5,Europe,France,Dealership
7/11/2023,2023,Mercedes GLE,35702,2,Europe,United Kingdom,Online
7/11/2023,2023,Mercedes AMG CLA 45,89179,1,Africa,Nigeria,Dealership
7/11/2023,2023,Mercedes GLE Coupe,115873,1,Asia,India,Wholesale
7/11/2023,2023,Mercedes EDQ Sedan,70905,4,Europe,Spain,Dealership
7/11/2023,2023,Mercedes EDQ Sedan,102578,4,Asia,India,Dealership
7/11/2023,2023,Mercedes CLA Coupe,32703,4,South America,Colombia,Online
